hand_id,handedness,landmark_id,x_norm,y_norm,z_norm,x_px,y_px,domain,video_stem,frame_file,frame_id
0,Right,0,0.4210580289363861,0.66888827085495,2.1479647216438025e-07,808,722,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,1,0.44739508628845215,0.6205204725265503,-0.0025782035663723946,858,670,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,2,0.4591222107410431,0.5667778253555298,-0.0025393804535269737,881,612,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,3,0.45983293652534485,0.5211900472640991,-0.0029746699146926403,882,562,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,4,0.4575299918651581,0.48744192719459534,-0.003484544111415744,878,526,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,5,0.43797066807746887,0.5511218309402466,0.009039267897605896,840,595,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,6,0.436566561460495,0.5026668310165405,0.009182431735098362,838,542,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,7,0.43761906027793884,0.4828323423862457,0.007768006529659033,840,521,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,8,0.4386948347091675,0.4756782650947571,0.007640708237886429,842,513,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,9,0.41938304901123047,0.5610482692718506,0.009711521677672863,805,605,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,10,0.41914957761764526,0.5114253163337708,0.013294323347508907,804,552,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,11,0.42091768980026245,0.49177274107933044,0.012191608548164368,808,531,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,12,0.4228713810443878,0.48507222533226013,0.011268544010818005,811,523,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,13,0.4036540687084198,0.5751493573188782,0.009458813816308975,775,621,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,14,0.40391871333122253,0.5316122174263,0.013376935385167599,775,574,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,15,0.4068121910095215,0.5123445391654968,0.015214175917208195,781,553,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,16,0.41034695506095886,0.5055931210517883,0.01585795357823372,787,546,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,17,0.39091968536376953,0.5938288569450378,0.008712011389434338,750,641,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,18,0.38901185989379883,0.5597593188285828,0.013031003065407276,746,604,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,19,0.3924436569213867,0.5429805517196655,0.017362134531140327,753,586,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,20,0.3964255154132843,0.5367586612701416,0.020644264295697212,761,579,home_cleaning,video_20260404_074030,frame_006570.jpg,006570
0,Right,0,0.5967190265655518,0.4384664297103882,1.2911668534343335e-07,1145,473,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,1,0.6381416320800781,0.44811028242111206,0.0019987723790109158,1225,483,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,2,0.6680927872657776,0.42285841703414917,0.0025109839625656605,1282,456,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,3,0.6797480583190918,0.37929052114486694,0.0037963504437357187,1305,409,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,4,0.6837734580039978,0.34669384360313416,0.00475030904635787,1312,374,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,5,0.6622105836868286,0.3636319637298584,-0.015021998435258865,1271,392,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,6,0.6915954947471619,0.31216347217559814,-0.019373873248696327,1327,337,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,7,0.7045804858207703,0.2879008948802948,-0.017852887511253357,1352,310,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,8,0.7102537751197815,0.2778281569480896,-0.015070626512169838,1363,300,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,9,0.6419811248779297,0.3297632336616516,-0.01717328652739525,1232,356,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,10,0.6679909825325012,0.2494882345199585,-0.02161661721765995,1282,269,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,11,0.6764295697212219,0.23605293035507202,-0.016877859830856323,1298,254,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,12,0.6778565049171448,0.24051451683044434,-0.011265833862125874,1301,259,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,13,0.6206010580062866,0.3125293552875519,-0.017757773399353027,1191,337,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,14,0.6410209536552429,0.236967533826828,-0.020702160894870758,1230,255,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,15,0.6477187275886536,0.23464462161064148,-0.013601444661617279,1243,253,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,16,0.6499210000038147,0.24552664160728455,-0.0067434473894536495,1247,265,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,17,0.5984322428703308,0.3102019131183624,-0.01759297586977482,1148,335,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,18,0.6086313128471375,0.2533217668533325,-0.017982685938477516,1168,273,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,19,0.6163598299026489,0.2448287308216095,-0.011281218379735947,1183,264,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
0,Right,20,0.6213708519935608,0.24959880113601685,-0.004388083703815937,1193,269,home_cleaning,video_20260404_074030,frame_007440.jpg,007440
